experiment_id,run_number,policy,domain,url,experiment_count,experiment_code,timestamp,timezone_offset,local_time,default_dns_servers,default_lookup_status,default_lookup_success,default_lookup_ips,cloudflare_lookup_status,cloudflare_lookup_success,cloudflare_lookup_ips,all_ips,page_load_success,page_load_status
0,0,"egypt_intang_4","shahidlive.co","https://shahidlive.co/",0,"shahidlive.co_0",1616886201987,420,"3/27/2021, 4:03:21 PM","[""127.0.0.53""]","success",1,"[""212.179.121.131""]","success",1,"[""212.179.121.131""]","[""212.179.121.131""]",0,"net::ERR_CONNECTION_RESET at https://shahidlive.co/"
1,0,"egypt_intang_4","katib.net","https://katib.net/",0,"katib.net_0",1616886218377,420,"3/27/2021, 4:03:38 PM","[""127.0.0.53""]","success",1,"[""213.108.104.110""]","success",1,"[""213.108.104.110""]","[""213.108.104.110""]",0,"net::ERR_CONNECTION_RESET at https://katib.net/"
2,0,"egypt_intang_4","dailysabah.com","https://www.dailysabah.com/",0,"dailysabah.com_0",1616886228097,420,"3/27/2021, 4:03:48 PM","[""127.0.0.53""]","success",1,"[""194.36.160.50""]","success",1,"[""194.36.160.15""]","[""194.36.160.50"",""194.36.160.15""]",0,"net::ERR_CONNECTION_RESET at https://www.dailysabah.com/"
3,0,"egypt_intang_4","avert.org","http://www.avert.org/",0,"avert.org_0",1616886237357,420,"3/27/2021, 4:03:57 PM","[""127.0.0.53""]","success",1,"[""172.67.71.72"",""104.26.8.235"",""104.26.9.235""]","success",1,"[""104.26.9.235"",""172.67.71.72"",""104.26.8.235""]","[""172.67.71.72"",""104.26.8.235"",""104.26.9.235""]",1,"success"
4,0,"egypt_intang_4","proxylisty.com","http://proxylisty.com/",0,"proxylisty.com_0",1616886250723,420,"3/27/2021, 4:04:10 PM","[""127.0.0.53""]","success",1,"[""45.77.186.199""]","success",1,"[""45.77.186.199""]","[""45.77.186.199""]",1,"success"
5,0,"egypt_intang_4","aljazeera.net","http://www.aljazeera.net",0,"aljazeera.net_0",1616886263224,420,"3/27/2021, 4:04:23 PM","[""127.0.0.53""]","queryA ENODATA aljazeera.net",0,"[]","success",1,"[""13.49.103.61"",""13.53.128.5"",""13.48.205.10""]","[""13.49.103.61"",""13.53.128.5"",""13.48.205.10""]",0,"net::ERR_NAME_NOT_RESOLVED at http://www.aljazeera.net"
6,0,"egypt_intang_4","bypasstool.gq","http://www.bypasstool.gq",0,"bypasstool.gq_0",1616886282030,420,"3/27/2021, 4:04:42 PM","[""127.0.0.53""]","success",1,"[""195.20.50.134""]","success",1,"[""195.20.50.134""]","[""195.20.50.134""]",0,"Navigation timeout of 60000 ms exceeded"
7,0,"egypt_intang_4","studies.aljazeera.net","http://studies.aljazeera.net/",0,"studies.aljazeera.net_0",1616886350038,420,"3/27/2021, 4:05:50 PM","[""127.0.0.53""]","queryA ENODATA studies.aljazeera.net",0,"[]","success",1,"[""23.60.215.128""]","[""23.60.215.128""]",0,"net::ERR_NAME_NOT_RESOLVED at http://studies.aljazeera.net/"
8,0,"egypt_intang_4","egybest.pw","http://egybest.pw",0,"egybest.pw_0",1616886358573,420,"3/27/2021, 4:05:58 PM","[""127.0.0.53""]","success",1,"[""172.67.157.163"",""104.21.8.181""]","success",1,"[""104.21.8.181"",""172.67.157.163""]","[""172.67.157.163"",""104.21.8.181""]",0,"net::ERR_CONNECTION_RESET at http://egybest.pw"
9,0,"egypt_intang_4","payu.in","http://payu.in",0,"payu.in_0",1616886367439,420,"3/27/2021, 4:06:07 PM","[""127.0.0.53""]","success",1,"[""65.1.34.99"",""13.232.230.23""]","success",1,"[""13.232.230.23"",""65.1.34.99""]","[""65.1.34.99"",""13.232.230.23""]",1,"success"
